date,time,toplam,dogalgaz,ruzgar,linyit,tasKomur,ithalKomur,fuelOil,jeotermal,barajli,nafta,biokutle,akarsu,gunes,diger
2024-12-31 21:00:00+00:00,00:00,30848.82,5753.31,2024.78,4423.0,256.0,9389.2,14.5,1125.97,5243.04,0.4,944.4,1541.62,0.0,132.6
2024-12-31 22:00:00+00:00,01:00,28950.78,5265.68,1885.65,4137.0,256.0,9388.8,7.5,1129.01,4506.04,0.4,948.78,1293.32,0.0,132.6
2024-12-31 23:00:00+00:00,02:00,27501.66,5246.68,1821.14,3930.0,256.0,9389.2,15.5,1131.49,3506.04,0.4,951.48,1121.13,0.0,132.6
2025-01-01 00:00:00+00:00,03:00,26344.22,5154.06,1805.3,3769.0,256.0,9347.0,22.5,1133.42,2715.74,0.5,952.58,1056.62,0.0,131.5
2025-01-01 01:00:00+00:00,04:00,25929.17,5350.01,1741.55,3706.0,256.0,9347.0,14.5,1135.94,2331.94,0.4,946.38,968.15,0.0,131.3
2025-01-01 02:00:00+00:00,05:00,26125.45,5670.18,1735.08,3725.0,256.0,9347.0,14.5,1137.41,2174.44,0.4,943.38,990.76,0.0,131.3
2025-01-01 03:00:00+00:00,06:00,26209.23,5690.19,1718.96,3805.6,256.0,9347.0,14.5,1138.21,2069.14,1.1,950.64,1086.59,0.0,131.3
2025-01-01 04:00:00+00:00,07:00,27184.59,5733.38,1638.42,3852.5,256.0,9379.0,14.5,1138.04,2863.34,1.1,957.74,1216.69,2.58,131.3
2025-01-01 05:00:00+00:00,08:00,27056.47,5259.89,1548.68,3843.9,256.0,9380.0,14.5,1137.11,2989.64,1.1,954.06,1403.24,135.95,132.4
2025-01-01 06:00:00+00:00,09:00,26936.61,4895.24,1566.04,3842.2,256.0,9393.0,18.5,1134.71,2778.64,0.3,962.84,1306.85,649.69,132.6
2025-01-01 07:00:00+00:00,10:00,26420.51,4205.4,1557.27,3743.58,256.0,8950.9,14.5,1129.33,3190.04,0.3,951.77,1288.13,1000.69,132.6
2025-01-01 08:00:00+00:00,11:00,25854.96,4261.29,1495.65,3705.59,256.0,8690.6,18.9,1124.65,2917.34,0.2,959.83,1155.38,1136.93,132.6
2025-01-01 09:00:00+00:00,12:00,25206.75,4332.39,1452.13,3683.1,256.0,7652.2,21.9,1115.41,3274.74,0.2,975.71,1111.54,1199.93,131.5
