date,price,lep,planned_total_gen,ruzgar,gunes,planned_gas_gen,price_independent_sales,gas_price,temperature,wind_speed,solar_radiation,precipitation,cloud_cover,sfk_price,pfk_price,hour,day_of_week,month,is_weekend,is_holiday,price_lag_24,price_lag_48,price_lag_168,smp_lag_24,sfk_lag_24,pfk_lag_24,gen_deviation_lag_24,price_volatility_24h,price_momentum_24h,price_rolling_24h_mean,price_rolling_168h_mean,demand_supply_ratio,pi_offer_ratio,gas_price_lag_24,elec_gas_ratio
2025-01-09 07:00:00+00:00,2888.38,46214,38653.88,2564.36,1110.03,13812.2,14553.5,12260.53,5.633333333333333,2.8666666666666667,44.66666666666666,0.0,81.33333333333333,607.18,846.0,7,3,1,0,0,2788.39,2500.01,2594.58,2960.0,695.35,755.97,2665.8199999999997,379.6112119109685,288.37999999999965,2441.2254166666667,2487.2075595238093,1.1955540930407753,0.3764983877844143,12307.69,0.22653832373713204
2025-01-09 08:00:00+00:00,2547.62,46248,37369.41,2425.56,1259.47,12936.88,15699.3,12260.53,7.033333333333334,2.7,115.33333333333331,0.0,86.66666666666667,281.0,497.0,8,3,1,0,0,2417.22,2326.92,2505.65,1927.33,300.0,492.72,1994.719999999994,378.8758107185581,90.29999999999973,2444.987916666667,2490.881607142857,1.2375566658219697,0.42009975271879535,12307.69,0.19638320568638903
2025-01-09 09:00:00+00:00,1799.98,44762,34205.65,2396.67,1299.4,10174.0,16821.0,12260.53,8.766666666666667,2.766666666666667,176.33333333333334,0.0,63.66666666666666,281.0,497.0,9,3,1,0,0,1849.99,1799.97,1999.99,1849.99,300.0,492.72,569.1900000000023,375.29399471532156,50.01999999999998,2447.0720833333335,2495.9410714285714,1.3085759640303858,0.4917464878905125,12307.69,0.15029950384646945
2025-01-09 10:00:00+00:00,1800.01,44646,34265.78,2281.37,1372.27,10303.14,16825.5,12260.53,10.5,3.4333333333333336,283.3333333333333,0.0,84.66666666666667,281.0,497.0,10,3,1,0,0,2025.99,1799.98,2112.78,1000.0,300.0,492.72,178.4800000000032,360.9108042513581,226.01,2456.4891666666667,2498.996785714286,1.3028945235006033,0.4910149129856964,12307.69,0.16459834474667898
2025-01-09 11:00:00+00:00,2174.99,44848,36155.24,2087.45,1319.06,12271.91,15682.4,12260.53,11.7,4.666666666666667,299.0,0.0,63.66666666666666,281.0,497.0,11,3,1,0,0,2149.46,2500.01,2594.0,2399.46,300.0,492.72,-44.63000000000466,366.12866731554,-350.5500000000002,2441.8829166666665,2499.856607142857,1.2403944657962223,0.4337397915269951,12307.69,0.17462946909866117
2025-01-09 12:00:00+00:00,2500.01,44815,38375.71,1946.71,1119.2,13381.79,15079.4,12260.53,12.4,5.3,254.66666666666663,0.0,57.333333333333336,687.18,932.0,12,3,1,0,0,2068.38,2326.99,2728.85,2318.38,690.0,770.97,2020.929999999993,373.3905776302385,-258.6099999999997,2431.1075,2498.5788690476193,1.1677655536391733,0.3929310250930838,12307.69,0.16804225307486012
2025-01-09 13:00:00+00:00,3000.0,45546,40417.49,1863.35,547.34,14002.31,12937.2,12260.53,12.266666666666666,4.633333333333334,219.33333333333331,0.0,67.33333333333333,687.18,932.0,13,3,1,0,0,2906.84,2902.67,3000.0,2906.84,690.0,770.97,1604.1699999999983,373.6204500072054,4.170000000000073,2431.28125,2498.0243452380955,1.1268605036952148,0.3200812301498646,12307.69,0.23616160614980147
2025-01-09 14:00:00+00:00,3000.0,46010,42616.32,1790.24,70.4,14018.23,11806.7,12260.53,10.4,2.7,91.0,0.0,59.0,687.18,932.0,14,3,1,0,0,3000.0,2995.99,3000.0,3000.0,690.0,770.97,2808.029999999999,373.8847712245351,4.010000000000218,2431.4483333333333,2498.0243452380955,1.0796080091380686,0.27703994526169173,12307.69,0.24373024261720783
2025-01-09 15:00:00+00:00,3000.0,45650,43284.53,1879.07,0.0,14368.12,11661.2,12260.53,8.1,2.466666666666667,12.0,0.0,18.33333333333333,648.0,959.98,15,3,1,0,0,2990.0,2988.0,3000.0,2999.2,678.97,791.97,2734.25,374.0144120411572,2.0,2431.5316666666668,2497.9648214285717,1.0546249520336242,0.269401807024195,12307.69,0.24291780847515046
2025-01-09 16:00:00+00:00,3000.0,44651,42479.56,2094.4,0.0,14408.98,11725.7,12260.53,7.0,3.333333333333333,0.0,0.0,68.66666666666667,648.0,959.98,16,3,1,0,0,2987.0,2788.38,2949.99,2999.2,678.97,791.97,2446.6399999999994,384.30946202529765,198.6199999999999,2439.8075,2497.8874404761905,1.0510925468025847,0.2760250806486544,12307.69,0.24267407823253326
2025-01-09 17:00:00+00:00,2989.99,43595,41629.17,2207.29,0.0,14393.2,11619.7,12260.53,6.433333333333334,3.8,0.0,0.0,72.0,648.0,959.98,17,3,1,0,0,2788.39,2200.0,2777.77,2788.39,678.97,791.97,2226.9200000000055,387.10371297414525,588.3899999999999,2464.32375,2496.627857142857,1.047197261024877,0.279117284411762,12307.69,0.22653832373713204
2025-01-09 18:00:00+00:00,2950.01,42497,40909.1,2446.96,0.0,14133.27,10987.8,12260.53,5.666666666666667,3.766666666666667,0.0,0.0,68.33333333333333,545.12,828.01,18,3,1,0,0,2949.99,2499.99,2749.8,2999.2,490.01,537.96,2610.2400000000052,399.60282840332195,450.0,2483.07375,2496.330178571429,1.0387899320705645,0.2685840415936407,12307.69,0.23966725947277895
2025-01-09 19:00:00+00:00,2599.99,40958,39993.28,2624.99,0.0,13020.98,10929.5,12260.53,4.966666666666667,3.533333333333333,0.0,0.0,63.333333333333336,545.12,828.01,19,3,1,0,0,2500.01,2318.38,2266.73,1716.0,490.01,537.96,1955.0599999999977,398.06509820103184,181.6300000000001,2490.641666666667,2496.9255357142856,1.0240964457917483,0.2732765785507328,12307.69,0.20310934794848193
