date,time,toplam,dogalgaz,ruzgar,linyit,tasKomur,ithalKomur,fuelOil,jeotermal,barajli,nafta,biokutle,akarsu,gunes,diger
2026-01-01 23:00:00+00:00,02:00,30304.35,9084.43,4067.71,4284.25,124.0,9098.5,0.8,1183.1,508.24,0.0,999.25,744.08,16.61,193.38
2026-01-02 00:00:00+00:00,03:00,29570.32,8486.92,4081.18,4291.25,124.0,9098.5,7.8,1175.3,417.24,0.0,994.05,684.06,17.08,192.94
2026-01-02 01:00:00+00:00,04:00,29471.61,7925.12,4321.89,4298.25,124.0,9098.5,7.8,1176.7,559.44,0.0,999.15,749.74,17.9,193.12
2026-01-02 02:00:00+00:00,05:00,29898.38,8340.32,4368.63,4317.25,124.0,9098.5,7.8,1179.6,561.54,0.0,993.53,687.82,26.11,193.28
2026-01-02 03:00:00+00:00,06:00,31105.54,9525.02,4526.98,4288.25,124.0,9098.5,7.8,1185.2,406.54,0.0,981.96,685.04,82.45,193.8
2026-01-02 04:00:00+00:00,07:00,34288.43,11026.25,4746.96,4314.25,124.0,9099.5,7.8,1189.2,1410.64,0.0,978.34,932.44,262.92,196.13
2026-01-02 05:00:00+00:00,08:00,37641.24,11311.36,4866.27,4333.65,124.0,9146.5,8.7,1183.1,2633.96,0.7,986.89,1101.96,1725.99,218.16
2026-01-02 06:00:00+00:00,09:00,41583.02,11302.67,4993.53,4303.25,124.0,9166.5,13.8,1178.3,2468.64,1.1,1003.22,1118.07,5644.13,265.81
2026-01-02 07:00:00+00:00,10:00,44486.64,11330.1,5063.32,4314.65,124.0,9181.5,21.2,1175.8,1696.24,0.3,1035.01,1026.04,9202.96,315.52
2026-01-02 08:00:00+00:00,11:00,45593.19,10904.94,5100.09,4264.92,124.0,9146.5,23.0,1160.3,1198.64,0.0,1037.62,962.44,11328.49,342.25
2026-01-02 09:00:00+00:00,12:00,44279.14,9545.73,5243.03,4271.95,124.0,9147.5,21.8,1136.9,604.54,0.0,1037.16,704.17,12085.82,356.54
2026-01-02 10:00:00+00:00,13:00,43868.06,9284.08,5446.18,4122.85,124.0,9141.5,11.5,1127.8,578.74,0.0,1041.65,657.94,11980.24,351.58
2026-01-02 11:00:00+00:00,14:00,44906.38,9875.11,5749.97,4164.75,124.0,9134.5,21.1,1123.9,1863.04,0.0,1039.59,682.19,10799.79,328.44
2026-01-02 12:00:00+00:00,15:00,44789.4,10952.82,6007.77,4161.05,124.0,9184.5,18.1,1139.0,3155.74,0.0,1041.39,782.54,7936.95,285.54
2026-01-02 13:00:00+00:00,16:00,43931.35,10977.5,6322.23,4302.69,124.0,9169.5,13.2,1141.7,5767.94,0.0,1011.85,1222.22,3647.17,231.35
2026-01-02 14:00:00+00:00,17:00,42965.94,10973.03,6796.71,4240.75,124.0,9165.5,9.1,1142.5,7263.34,0.0,1006.33,1414.02,630.16,200.5
2026-01-02 15:00:00+00:00,18:00,43091.87,11360.53,7443.27,4138.35,114.0,9164.5,7.8,1149.7,6968.54,0.0,1000.03,1491.73,58.45,194.97
2026-01-02 16:00:00+00:00,19:00,43341.12,11711.93,7871.6,4128.35,124.0,9164.5,7.8,1156.09,6570.54,0.0,997.16,1393.88,20.38,194.89
2026-01-02 17:00:00+00:00,20:00,42632.48,12071.73,8252.86,4124.35,124.0,9164.5,7.8,1159.13,5390.64,0.0,1004.05,1119.89,19.13,194.4
2026-01-02 18:00:00+00:00,21:00,40897.19,12098.05,8661.38,3981.0,124.0,9100.5,7.8,1168.4,3439.74,0.0,988.21,1115.05,18.66,194.4
2026-01-02 19:00:00+00:00,22:00,39839.84,12032.98,8931.35,3907.25,124.0,9100.5,7.8,1170.18,2480.14,0.0,1000.62,871.92,18.22,194.88
2026-01-02 20:00:00+00:00,23:00,38617.07,11106.93,9090.87,3847.0,124.0,9100.5,7.8,1175.08,2334.54,0.0,980.93,635.82,18.64,194.96
2026-01-02 21:00:00+00:00,00:00,35835.28,8800.91,9296.18,3754.95,124.0,8973.7,7.8,1154.58,1842.54,0.0,957.0,718.77,19.24,185.61
2026-01-02 22:00:00+00:00,01:00,33963.53,7360.94,9542.67,3748.95,124.0,9014.5,7.8,1155.4,1173.94,0.0,956.4,672.65,20.38,185.9
2026-01-02 23:00:00+00:00,02:00,32184.23,5925.54,9731.72,3818.55,124.0,8916.5,7.8,1158.0,754.34,0.0,969.39,571.17,20.89,186.33
2026-01-03 00:00:00+00:00,03:00,30914.96,4917.86,9787.31,3822.95,124.0,8916.5,7.8,1160.6,511.34,0.0,966.83,492.61,21.27,185.89
2026-01-03 01:00:00+00:00,04:00,30678.23,4462.72,9906.39,3862.25,124.0,8916.5,0.8,1159.5,611.54,0.0,968.01,458.69,21.9,185.93
2026-01-03 02:00:00+00:00,05:00,30853.74,4462.52,10033.5,3899.35,124.0,8916.5,0.8,1159.9,612.34,0.0,972.54,457.78,28.39,186.12
2026-01-03 03:00:00+00:00,06:00,31657.49,5048.86,10169.05,3827.15,124.0,9127.5,7.8,1160.6,458.04,0.0,963.63,522.76,61.25,186.85
2026-01-03 04:00:00+00:00,07:00,32980.51,5699.66,10316.21,3779.35,124.0,8971.5,7.8,1158.4,989.24,0.0,981.34,574.17,191.42,187.42
2026-01-03 05:00:00+00:00,08:00,35720.39,6442.22,10252.39,3803.35,30.0,8973.5,8.5,1158.5,1444.94,0.0,990.68,835.0,1587.82,193.49
2026-01-03 06:00:00+00:00,09:00,39292.8,5869.04,10504.69,3893.9,0.0,8987.5,12.3,1156.9,1644.04,0.0,1011.64,801.02,5174.26,237.51
2026-01-03 07:00:00+00:00,10:00,41458.8,5312.75,10938.4,3842.4,0.0,9001.5,16.5,1153.2,986.84,0.0,1024.96,722.76,8190.96,268.53
2026-01-03 08:00:00+00:00,11:00,42875.75,5007.73,11229.17,3943.0,60.0,8949.5,24.3,1150.8,878.54,0.0,1039.9,593.84,9710.94,288.03
2026-01-03 09:00:00+00:00,12:00,42699.14,4323.24,11248.87,3887.15,107.7,9202.06,13.9,1138.9,856.84,0.0,1040.26,495.33,10086.14,298.75
2026-01-03 10:00:00+00:00,13:00,42607.09,4825.17,11183.35,3891.94,124.0,9200.5,24.3,1129.8,830.34,0.0,1028.56,563.14,9519.15,286.84
2026-01-03 11:00:00+00:00,14:00,42593.24,4696.05,11152.5,3890.35,124.0,9187.5,22.4,1119.8,2303.04,0.0,1037.75,578.29,8209.75,271.81
2026-01-03 12:00:00+00:00,15:00,41931.67,6146.63,11129.17,3886.44,124.0,9225.5,18.5,1113.5,2702.14,0.0,1030.44,618.77,5699.33,237.25
2026-01-03 13:00:00+00:00,16:00,42248.54,8891.31,11051.85,3754.79,124.0,9212.5,14.6,1111.3,3647.74,0.0,989.47,846.0,2416.81,188.17
2026-01-03 14:00:00+00:00,17:00,43855.42,10452.08,10908.35,3809.05,124.0,9188.5,12.3,1111.5,5460.14,0.0,988.24,1301.2,332.26,167.8
2026-01-03 15:00:00+00:00,18:00,44236.52,10668.3,10881.01,3600.35,124.0,9340.5,11.8,1118.5,5990.94,0.0,986.58,1306.02,42.4,166.12
2026-01-03 16:00:00+00:00,19:00,43295.29,10673.17,10962.42,3624.85,124.0,9353.5,11.8,1123.4,5043.14,0.0,987.12,1205.02,22.01,164.86
2026-01-03 17:00:00+00:00,20:00,42215.39,10683.81,11001.01,3596.35,124.0,9316.5,11.8,1136.3,4190.14,0.0,989.22,980.49,21.84,163.93
2026-01-03 18:00:00+00:00,21:00,40939.0,10269.07,11057.99,3660.15,124.0,9270.5,11.8,1140.5,3277.64,0.0,988.42,953.43,21.65,163.85
2026-01-03 19:00:00+00:00,22:00,39752.55,9622.01,11083.68,3638.35,124.0,9298.5,11.8,1134.0,2910.04,0.0,980.75,763.52,21.58,164.32
2026-01-03 20:00:00+00:00,23:00,37469.86,7298.66,11166.04,3678.35,124.0,9302.5,11.8,1133.8,2887.04,0.0,984.4,696.72,22.18,164.37
2026-01-03 21:00:00+00:00,00:00,35520.52,6269.8,11120.0,3391.1,124.0,9241.5,11.0,1120.33,2270.53,0.0,961.45,797.35,17.7,195.76
2026-01-03 22:00:00+00:00,01:00,33140.69,4672.26,11097.44,3456.1,124.0,9014.5,4.0,1117.75,1799.63,0.0,962.76,678.36,18.08,195.81
2026-01-03 23:00:00+00:00,02:00,31900.29,4241.98,10875.95,3631.35,124.0,8649.9,4.0,1121.76,1434.03,0.0,963.4,640.4,17.19,196.33
2026-01-04 00:00:00+00:00,03:00,30666.38,3878.19,10832.59,3615.35,124.0,8379.5,4.0,1127.3,987.33,0.0,965.94,537.03,19.3,195.85
2026-01-04 01:00:00+00:00,04:00,30126.01,3437.35,10797.67,3644.35,124.0,8539.5,4.0,1126.2,722.33,0.0,970.95,545.0,18.81,195.85
2026-01-04 02:00:00+00:00,05:00,30039.96,3304.75,10739.04,3634.35,124.0,8467.5,4.0,1127.2,882.33,0.0,972.4,565.19,23.3,195.9
2026-01-04 03:00:00+00:00,06:00,30409.64,3305.55,10620.78,3653.35,124.0,8860.5,4.0,1128.1,888.03,0.1,969.8,592.67,66.03,196.73
2026-01-04 04:00:00+00:00,07:00,30932.18,3304.45,10646.0,3653.25,124.0,9115.5,4.0,1125.4,763.23,0.0,973.77,785.93,238.61,198.04
2026-01-04 05:00:00+00:00,08:00,31512.99,3164.57,10735.75,3539.75,124.0,8590.4,4.0,1121.02,796.13,0.0,983.18,770.94,1483.95,199.3
2026-01-04 06:00:00+00:00,09:00,33333.63,3178.47,11031.58,3399.9,124.0,6915.6,6.1,1119.69,848.53,0.0,999.28,784.76,4693.72,232.0
2026-01-04 07:00:00+00:00,10:00,35707.82,3255.47,11197.73,3421.9,124.0,5877.5,11.3,1120.18,1034.93,0.0,1012.16,650.45,7737.07,265.13
2026-01-04 08:00:00+00:00,11:00,37288.21,3271.08,11155.96,3355.0,124.0,5324.0,13.6,1102.08,1386.23,0.0,993.81,690.37,9582.8,289.28
2026-01-04 09:00:00+00:00,12:00,37405.97,3263.59,11113.65,3270.85,124.0,5350.3,14.2,1097.81,1186.83,0.0,993.94,546.06,10145.07,299.67
2026-01-04 10:00:00+00:00,13:00,37338.95,3263.45,11043.52,3257.85,124.0,5599.4,13.4,1084.44,1174.33,0.0,1032.12,565.87,9884.08,296.49
2026-01-04 11:00:00+00:00,14:00,37237.44,3460.16,10980.58,3260.55,124.0,5995.6,10.8,1088.8,1811.03,0.0,1029.73,550.58,8647.36,278.25
2026-01-04 12:00:00+00:00,15:00,37188.98,3960.38,10826.15,3224.85,124.0,7710.0,6.7,1081.1,2434.43,0.0,1020.3,656.33,5900.75,243.99
2026-01-04 13:00:00+00:00,16:00,38020.82,5622.58,10617.18,3286.54,124.0,9158.0,13.8,1080.9,3855.93,0.0,989.17,717.45,2357.99,197.28
2026-01-04 14:00:00+00:00,17:00,39999.4,7963.07,10614.28,3514.95,124.0,9155.0,11.5,1083.8,4983.53,0.0,967.79,1018.48,384.64,178.36
2026-01-04 15:00:00+00:00,18:00,41369.94,8661.45,10456.98,3507.15,124.0,9330.0,11.0,1091.7,5754.43,0.0,985.66,1226.59,45.02,175.96
2026-01-04 16:00:00+00:00,19:00,40674.5,8601.27,10261.99,3483.25,124.0,9330.0,11.0,1100.0,5438.53,0.3,984.2,1139.74,25.8,174.42
2026-01-04 17:00:00+00:00,20:00,39890.1,8458.96,10244.83,3463.25,124.0,9330.0,11.0,1105.6,4914.53,0.3,985.95,1043.44,24.34,183.9
2026-01-04 18:00:00+00:00,21:00,38668.26,8529.15,10468.11,3483.25,124.0,9322.0,11.0,1113.9,3359.63,0.4,982.29,1064.44,16.33,193.76
2026-01-04 19:00:00+00:00,22:00,37413.36,7724.76,10298.14,3553.25,124.0,9322.0,11.0,1115.7,3211.53,0.0,985.44,852.86,15.39,199.29
2026-01-04 20:00:00+00:00,23:00,35763.85,6300.75,10117.95,3658.75,124.0,9322.0,11.0,1110.0,3132.83,0.0,977.57,789.63,15.12,204.25
2026-01-04 21:00:00+00:00,00:00,33556.5,4945.36,10107.0,3569.25,124.0,8850.1,0.0,1086.5,2889.23,0.0,943.94,844.44,17.04,179.64
2026-01-04 22:00:00+00:00,01:00,31705.13,4490.46,9930.81,3698.25,124.0,8813.4,0.0,1087.9,1589.23,0.0,944.22,824.33,17.92,184.61
2026-01-04 23:00:00+00:00,02:00,30346.84,4334.27,9639.63,3772.25,124.0,8435.6,0.0,1092.9,993.23,0.0,942.24,804.43,18.08,190.21
2026-01-05 00:00:00+00:00,03:00,29612.14,4199.08,9473.37,3830.25,124.0,8421.5,0.0,1097.2,732.23,0.0,944.39,576.24,19.29,194.59
2026-01-05 01:00:00+00:00,04:00,29215.23,4234.56,9264.64,3830.25,124.0,8192.6,0.0,1094.8,757.53,0.0,945.11,554.86,17.39,199.49
2026-01-05 02:00:00+00:00,05:00,29599.99,4254.56,8996.73,3932.25,124.0,8652.9,0.0,1096.37,757.33,0.0,943.4,616.81,21.14,204.5
2026-01-05 03:00:00+00:00,06:00,31214.08,5577.41,8824.7,3903.25,124.0,9191.0,7.0,1097.9,653.33,0.6,941.52,628.16,59.95,205.26
2026-01-05 04:00:00+00:00,07:00,35142.43,8977.01,8650.57,3908.25,124.0,9330.0,7.0,1100.3,845.23,0.5,952.83,802.18,233.4,211.16
2026-01-05 05:00:00+00:00,08:00,40134.99,11614.25,8705.07,4051.35,124.0,9331.0,7.7,1096.5,1404.83,0.5,970.84,980.54,1639.78,208.63
2026-01-05 06:00:00+00:00,09:00,44280.36,12033.63,8565.1,4078.85,124.0,9346.0,11.8,1094.0,1531.13,0.0,988.39,1055.68,5206.22,245.56
2026-01-05 07:00:00+00:00,10:00,46480.86,11203.52,8688.0,4127.15,124.0,9366.0,16.1,1090.4,1231.86,0.0,1009.48,916.22,8426.41,281.72
2026-01-05 08:00:00+00:00,11:00,47177.51,11052.15,8582.61,4142.85,124.0,9483.0,18.9,1082.4,617.83,0.0,1018.91,685.77,10060.68,308.41
2026-01-05 09:00:00+00:00,12:00,44916.15,8571.78,8506.2,4071.55,124.0,9485.0,20.1,1078.3,451.03,0.0,1014.88,644.98,10627.92,320.41
2026-01-05 10:00:00+00:00,13:00,45411.65,9407.85,8434.31,4072.85,124.0,9475.0,20.4,1074.2,422.73,0.0,1007.23,604.31,10450.65,318.12
2026-01-05 11:00:00+00:00,14:00,45789.33,10694.38,8313.27,4046.85,124.0,9467.0,19.0,1058.2,1091.23,0.0,1006.61,622.84,9047.02,298.93
2026-01-05 12:00:00+00:00,15:00,45612.38,11653.53,8188.94,4078.15,124.0,9453.0,15.5,1055.0,2634.33,0.0,1003.18,708.82,6427.88,270.05
2026-01-05 13:00:00+00:00,16:00,45765.81,12257.56,8181.56,4004.45,124.0,9443.0,10.9,1052.5,5692.53,0.0,985.55,1055.86,2731.37,226.53
2026-01-05 14:00:00+00:00,17:00,45958.6,12743.82,7983.17,4066.65,124.0,9440.0,7.9,1057.0,7472.03,0.0,978.41,1414.44,473.2,197.98
2026-01-05 15:00:00+00:00,18:00,46272.99,13333.13,8152.67,4038.35,124.0,9439.0,7.0,1063.0,7379.03,0.0,975.44,1497.84,68.1,195.43
2026-01-05 16:00:00+00:00,19:00,45161.81,13541.35,8203.97,4031.35,124.0,9439.0,7.0,1067.6,6318.23,0.0,977.79,1237.35,20.03,194.14
2026-01-05 17:00:00+00:00,20:00,44088.64,13716.25,8486.2,4070.85,124.0,9439.0,7.0,1072.2,4809.43,0.0,986.41,1167.53,15.9,193.87
2026-01-05 18:00:00+00:00,21:00,42572.11,13410.93,8882.12,4089.35,124.0,9459.0,7.0,1078.1,3175.13,0.0,1000.85,1136.81,15.03,193.79
2026-01-05 19:00:00+00:00,22:00,41216.71,12696.49,8831.09,4161.35,124.0,9459.0,7.0,1085.4,2810.73,0.0,991.73,840.44,15.06,194.42
2026-01-05 20:00:00+00:00,23:00,39461.12,10781.63,9126.1,4154.95,124.0,9459.0,7.0,1087.6,2762.03,0.0,991.58,756.63,16.09,194.51
2026-01-05 21:00:00+00:00,00:00,36600.27,8795.59,8917.17,4076.35,124.0,9289.0,11.0,1077.9,2202.63,0.0,964.19,927.6,14.5,200.34
2026-01-05 22:00:00+00:00,01:00,34232.1,7384.73,9085.28,3968.35,124.0,9289.0,11.0,1080.5,1177.73,0.0,977.37,920.31,13.61,200.22
2026-01-05 23:00:00+00:00,02:00,32615.12,6315.11,9155.7,3902.35,124.0,9289.0,11.0,1087.99,748.33,0.0,982.43,784.0,14.24,200.97
2026-01-06 00:00:00+00:00,03:00,32214.13,6066.41,9276.69,3949.35,124.0,9176.0,11.0,1088.1,600.33,0.0,983.07,722.12,16.5,200.56
2026-01-06 01:00:00+00:00,04:00,32076.48,5806.6,9405.83,3874.35,124.0,9139.0,4.0,1092.8,755.33,0.0,984.93,672.9,16.2,200.54
2026-01-06 02:00:00+00:00,05:00,32290.9,5879.5,9567.86,3874.45,124.0,9139.0,11.0,1091.8,755.33,0.0,983.83,641.92,21.53,200.68
2026-01-06 03:00:00+00:00,06:00,33804.34,7551.39,9492.25,3884.35,124.0,9139.0,11.0,1088.1,601.73,0.0,978.11,667.01,65.69,201.71
2026-01-06 04:00:00+00:00,07:00,36917.01,10012.21,9445.04,3979.35,124.0,9223.0,11.0,1088.2,835.43,0.0,980.3,772.61,242.48,203.39
2026-01-06 05:00:00+00:00,08:00,40917.69,11577.08,9520.93,4008.35,124.0,9224.0,11.6,1086.3,1574.13,0.0,987.37,1151.64,1433.75,218.54
2026-01-06 06:00:00+00:00,09:00,44336.26,11654.12,9461.18,4008.05,124.0,9233.0,15.6,1080.5,1587.53,0.0,1000.38,1208.74,4705.04,258.12
2026-01-06 07:00:00+00:00,10:00,46516.39,10994.68,9646.14,3937.54,124.0,9237.0,20.1,1073.4,1345.63,0.0,1010.6,1063.79,7783.82,279.69
2026-01-06 08:00:00+00:00,11:00,46649.36,9800.85,9696.26,3944.65,124.0,9283.0,23.7,1064.7,737.13,0.0,1011.74,857.15,9797.79,308.39
2026-01-06 09:00:00+00:00,12:00,45242.96,8108.1,9496.99,3940.85,115.0,9327.0,25.1,1053.0,440.23,0.0,1011.66,790.32,10608.72,325.99
2026-01-06 10:00:00+00:00,13:00,45170.23,8290.82,9560.16,3903.85,124.0,9382.5,25.2,1045.0,416.33,0.0,1014.54,719.68,10367.9,320.25
2026-01-06 11:00:00+00:00,14:00,45197.88,9100.42,9536.68,3915.75,124.0,9377.5,24.0,1035.4,1023.33,0.0,1007.85,786.13,8969.51,297.31
2026-01-06 12:00:00+00:00,15:00,45480.57,10547.53,9278.48,3893.15,124.0,9411.5,21.4,1017.7,2600.03,0.0,996.47,863.79,6461.87,264.65
2026-01-06 13:00:00+00:00,16:00,46258.99,12190.1,9069.58,3891.25,124.0,9399.93,18.1,1016.0,5265.73,0.0,980.7,1179.35,2901.75,222.5
2026-01-06 14:00:00+00:00,17:00,46981.74,12776.46,8938.49,3918.65,124.0,9418.5,13.7,1030.0,7541.23,0.0,949.67,1545.48,525.8,199.76
2026-01-06 15:00:00+00:00,18:00,46848.17,12952.76,9065.3,3927.35,124.0,9382.5,11.8,1039.9,7608.53,0.0,943.99,1530.08,65.6,196.36
2026-01-06 16:00:00+00:00,19:00,46010.1,12930.91,9253.52,3962.35,124.0,9302.5,11.8,1048.1,6731.83,0.0,951.65,1478.52,20.48,194.44
2026-01-06 17:00:00+00:00,20:00,45007.8,12956.41,9590.66,3978.48,124.0,9422.5,11.8,1053.4,5437.63,0.0,958.44,1262.46,18.18,193.84
2026-01-06 18:00:00+00:00,21:00,42995.74,12606.24,9854.92,4026.65,124.0,9412.5,11.8,1056.3,3615.63,0.0,957.21,1116.6,19.69,194.2
2026-01-06 19:00:00+00:00,22:00,41060.48,10861.47,10190.02,4097.35,124.0,9413.11,11.8,1062.78,3168.23,0.0,958.46,960.33,18.38,194.55
2026-01-06 20:00:00+00:00,23:00,39209.19,9030.3,10249.67,4092.35,124.0,9414.5,11.8,1066.6,3127.43,0.0,960.59,918.45,18.64,194.86
2026-01-06 21:00:00+00:00,00:00,36380.56,6400.93,10244.91,4119.35,122.0,9115.5,11.8,1068.6,3175.44,0.0,953.67,949.35,20.17,198.84
2026-01-06 22:00:00+00:00,01:00,34479.68,6023.73,10196.17,3996.35,122.0,8967.31,11.8,1069.8,2075.44,0.0,951.54,847.99,18.88,198.67
2026-01-06 23:00:00+00:00,02:00,32873.58,5809.64,10064.69,3996.35,122.0,8693.5,11.8,1071.2,1130.54,0.0,956.72,799.42,18.6,199.12
2026-01-07 00:00:00+00:00,03:00,32224.73,5669.46,10176.06,4031.35,122.0,8726.5,11.8,1073.2,627.24,0.0,954.56,617.02,16.96,198.58
2026-01-07 01:00:00+00:00,04:00,32044.52,5407.43,10209.24,4022.35,122.0,8726.48,4.8,1078.8,645.24,0.0,967.91,644.19,17.37,198.71
2026-01-07 02:00:00+00:00,05:00,32119.34,5674.93,10016.02,4003.25,122.0,8726.5,11.8,1080.0,652.24,0.0,970.5,639.22,23.89,198.99
2026-01-07 03:00:00+00:00,06:00,33689.79,7375.58,10023.88,3979.35,122.0,8724.5,11.8,1080.7,497.24,0.2,967.1,636.08,71.47,199.89
2026-01-07 04:00:00+00:00,07:00,37041.1,9496.35,10028.68,3918.35,182.0,8822.5,11.8,1080.3,1084.74,0.2,968.62,996.45,256.64,194.47
2026-01-07 05:00:00+00:00,08:00,40860.07,9252.75,10229.85,3805.35,242.0,8825.5,12.4,1083.3,3401.24,0.1,985.03,1298.74,1512.11,211.7
2026-01-07 06:00:00+00:00,09:00,44238.52,9214.97,10414.82,3793.15,246.0,8839.5,15.9,1079.7,3335.64,0.0,997.2,1257.5,4793.31,250.83
2026-01-07 07:00:00+00:00,10:00,45805.59,8848.62,10708.19,3802.15,246.0,8849.5,19.9,1068.4,1864.04,0.0,1011.29,1076.98,8016.66,293.86
2026-01-07 08:00:00+00:00,11:00,45912.18,8302.16,10588.36,3761.35,246.0,8803.5,23.8,1055.1,1069.34,0.0,1023.31,779.14,9944.1,316.02
2026-01-07 09:00:00+00:00,12:00,44250.13,6039.74,10698.97,3688.6,246.0,8787.5,14.4,1047.3,977.44,0.0,1026.52,698.49,10702.43,322.74
2026-01-07 10:00:00+00:00,13:00,44008.94,6147.42,10601.02,3651.0,246.0,8786.5,14.4,1036.9,933.04,0.0,1016.4,711.81,10547.89,316.56
2026-01-07 11:00:00+00:00,14:00,44236.15,6813.83,10694.47,3738.05,246.0,8778.5,12.3,1026.8,1696.94,0.0,1024.75,714.87,9194.21,295.43
2026-01-07 12:00:00+00:00,15:00,44394.95,7188.94,10750.44,3763.05,246.0,8839.5,9.3,1017.3,3937.44,0.0,1009.49,888.48,6485.9,259.11
2026-01-07 13:00:00+00:00,16:00,45760.08,9959.37,10621.15,3793.05,246.0,8847.5,16.9,1011.8,5935.74,0.0,997.47,1244.7,2868.95,217.45
2026-01-07 14:00:00+00:00,17:00,47010.63,11118.13,10808.48,3772.65,246.0,8844.5,13.3,1025.5,7947.74,0.0,989.33,1571.23,477.51,196.26
2026-01-07 15:00:00+00:00,18:00,46954.46,11470.1,10876.36,3791.35,246.0,8863.5,11.8,1027.1,7953.24,0.0,986.74,1472.06,62.85,193.36
