date,sfk_price,sfk_amount,pfk_price,pfk_amount
2026-03-07 15:00:00+00:00,3450.0,1022,2357.01,393.49
2026-03-07 16:00:00+00:00,3450.0,1022,2357.01,393.49
2026-03-07 17:00:00+00:00,3450.0,1022,2357.01,393.49
2026-03-07 18:00:00+00:00,4433.3,911,2340.01,393.49
2026-03-07 19:00:00+00:00,4433.3,911,2340.01,393.49
2026-03-07 20:00:00+00:00,4433.3,911,2340.01,393.49
2026-03-07 21:00:00+00:00,2625.0,800,2577.01,404.5
2026-03-07 22:00:00+00:00,2625.0,800,2577.01,404.5
2026-03-07 23:00:00+00:00,2625.0,800,2577.01,404.5
2026-03-08 00:00:00+00:00,2498.01,754,2693.01,404.5
2026-03-08 01:00:00+00:00,2498.01,754,2693.01,404.5
2026-03-08 02:00:00+00:00,2498.01,754,2693.01,404.5
2026-03-08 03:00:00+00:00,2498.01,754,2693.01,404.5
2026-03-08 04:00:00+00:00,2498.01,754,2693.01,404.5
2026-03-08 05:00:00+00:00,6191.9,863,6188.01,404.5
2026-03-08 06:00:00+00:00,6191.9,863,6188.01,404.5
2026-03-08 07:00:00+00:00,6191.9,863,6188.01,404.5
2026-03-08 08:00:00+00:00,7500.0,928,6466.01,404.5
2026-03-08 09:00:00+00:00,7500.0,928,6466.01,404.5
2026-03-08 10:00:00+00:00,7500.0,928,6466.01,404.5
2026-03-08 11:00:00+00:00,7500.0,928,6466.01,404.5
2026-03-08 12:00:00+00:00,7923.0,967,5716.01,404.5
2026-03-08 13:00:00+00:00,7923.0,967,5716.01,404.5
2026-03-08 14:00:00+00:00,7923.0,967,5716.01,404.5
2026-03-08 15:00:00+00:00,3856.0,959,2717.01,409.0
2026-03-08 16:00:00+00:00,3856.0,959,2717.01,409.0
2026-03-08 17:00:00+00:00,3856.0,959,2717.01,409.0
2026-03-08 18:00:00+00:00,7000.0,956,2499.97,409.0
2026-03-08 19:00:00+00:00,7000.0,956,2499.97,409.0
2026-03-08 20:00:00+00:00,7000.0,956,2499.97,409.0
2026-03-08 21:00:00+00:00,7595.3,906,2599.97,421.99
2026-03-08 22:00:00+00:00,7595.3,906,2599.97,421.99
2026-03-08 23:00:00+00:00,7595.3,906,2599.97,421.99
2026-03-09 00:00:00+00:00,3999.0,807,2599.97,421.99
2026-03-09 01:00:00+00:00,3999.0,807,2599.97,421.99
2026-03-09 02:00:00+00:00,3999.0,807,2599.97,421.99
2026-03-09 03:00:00+00:00,3999.0,807,2599.97,421.99
2026-03-09 04:00:00+00:00,7500.0,1012,3499.97,412.0
2026-03-09 05:00:00+00:00,7500.0,1012,3499.97,412.0
2026-03-09 06:00:00+00:00,7500.0,1012,3499.97,412.0
2026-03-09 07:00:00+00:00,7500.0,1012,3499.97,412.0
2026-03-09 08:00:00+00:00,7700.0,951,6466.0,412.0
2026-03-09 09:00:00+00:00,7700.0,951,6466.0,412.0
2026-03-09 10:00:00+00:00,7700.0,951,6466.0,412.0
2026-03-09 11:00:00+00:00,7700.0,951,6466.0,412.0
2026-03-09 12:00:00+00:00,8923.0,1112,4999.97,421.99
2026-03-09 13:00:00+00:00,8923.0,1112,4999.97,421.99
2026-03-09 14:00:00+00:00,8923.0,1112,4999.97,421.99
2026-03-09 15:00:00+00:00,3999.0,977,2858.3,409.99
2026-03-09 16:00:00+00:00,3999.0,977,2858.3,409.99
2026-03-09 17:00:00+00:00,3999.0,977,2858.3,409.99
2026-03-09 18:00:00+00:00,3999.0,951,2599.97,421.99
2026-03-09 19:00:00+00:00,3999.0,951,2599.97,421.99
2026-03-09 20:00:00+00:00,3999.0,951,2599.97,421.99
2026-03-09 21:00:00+00:00,5403.9,917,2499.97,421.99
2026-03-09 22:00:00+00:00,5403.9,917,2499.97,421.99
2026-03-09 23:00:00+00:00,5403.9,917,2499.97,421.99
2026-03-10 00:00:00+00:00,2999.0,817,2594.0,409.99
2026-03-10 01:00:00+00:00,2999.0,817,2594.0,409.99
2026-03-10 02:00:00+00:00,2999.0,817,2594.0,409.99
2026-03-10 03:00:00+00:00,2999.0,817,2594.0,409.99
2026-03-10 04:00:00+00:00,5944.01,1065,2999.97,412.0
2026-03-10 05:00:00+00:00,5944.01,1065,2999.97,412.0
2026-03-10 06:00:00+00:00,5944.01,1065,2999.97,412.0
2026-03-10 07:00:00+00:00,5944.01,1065,2999.97,412.0
2026-03-10 08:00:00+00:00,7700.0,952,6466.0,412.0
2026-03-10 09:00:00+00:00,7700.0,952,6466.0,412.0
2026-03-10 10:00:00+00:00,7700.0,952,6466.0,412.0
2026-03-10 11:00:00+00:00,7700.0,952,6466.0,412.0
2026-03-10 12:00:00+00:00,6999.0,1117,4499.97,421.99
2026-03-10 13:00:00+00:00,6999.0,1117,4499.97,421.99
2026-03-10 14:00:00+00:00,6999.0,1117,4499.97,421.99
2026-03-10 15:00:00+00:00,944.0,990,3146.3,397.99
2026-03-10 16:00:00+00:00,944.0,990,3146.3,397.99
2026-03-10 17:00:00+00:00,944.0,990,3146.3,397.99
2026-03-10 18:00:00+00:00,1544.0,1036,2900.7,397.99
2026-03-10 19:00:00+00:00,1544.0,1036,2900.7,397.99
2026-03-10 20:00:00+00:00,1544.0,1036,2900.7,397.99
2026-03-10 21:00:00+00:00,1500.0,927,2754.7,421.99
2026-03-10 22:00:00+00:00,1500.0,927,2754.7,421.99
2026-03-10 23:00:00+00:00,1500.0,927,2754.7,421.99
2026-03-11 00:00:00+00:00,1136.01,891,3469.4,421.99
2026-03-11 01:00:00+00:00,1136.01,891,3469.4,421.99
2026-03-11 02:00:00+00:00,1136.01,891,3469.4,421.99
2026-03-11 03:00:00+00:00,1136.01,891,3469.4,421.99
2026-03-11 04:00:00+00:00,3296.18,1035,2502.0,412.0
2026-03-11 05:00:00+00:00,3296.18,1035,2502.0,412.0
2026-03-11 06:00:00+00:00,3296.18,1035,2502.0,412.0
2026-03-11 07:00:00+00:00,3296.18,1035,2502.0,412.0
2026-03-11 08:00:00+00:00,4987.17,1015,4326.0,412.0
2026-03-11 09:00:00+00:00,4987.17,1015,4326.0,412.0
2026-03-11 10:00:00+00:00,4987.17,1015,4326.0,412.0
2026-03-11 11:00:00+00:00,4987.17,1015,4326.0,412.0
2026-03-11 12:00:00+00:00,4366.7,1150,3999.97,421.99
2026-03-11 13:00:00+00:00,4366.7,1150,3999.97,421.99
2026-03-11 14:00:00+00:00,4366.7,1150,3999.97,421.99
2026-03-11 15:00:00+00:00,843.31,970,1620.0,434.83
2026-03-11 16:00:00+00:00,843.31,970,1620.0,434.83
2026-03-11 17:00:00+00:00,843.31,970,1620.0,434.83
2026-03-11 18:00:00+00:00,649.0,977,1236.01,423.83
2026-03-11 19:00:00+00:00,649.0,977,1236.01,423.83
2026-03-11 20:00:00+00:00,649.0,977,1236.01,423.83
2026-03-11 21:00:00+00:00,633.02,934,1276.03,420.63
2026-03-11 22:00:00+00:00,633.02,934,1276.03,420.63
2026-03-11 23:00:00+00:00,633.02,934,1276.03,420.63
2026-03-12 00:00:00+00:00,663.0,801,1402.03,420.63
2026-03-12 01:00:00+00:00,663.0,801,1402.03,420.63
2026-03-12 02:00:00+00:00,663.0,801,1402.03,420.63
2026-03-12 03:00:00+00:00,663.0,801,1402.03,420.63
2026-03-12 04:00:00+00:00,2105.34,1072,2683.0,397.99
2026-03-12 05:00:00+00:00,2105.34,1072,2683.0,397.99
2026-03-12 06:00:00+00:00,2105.34,1072,2683.0,397.99
2026-03-12 07:00:00+00:00,2105.34,1072,2683.0,397.99
2026-03-12 08:00:00+00:00,3999.34,990,3499.97,412.0
2026-03-12 09:00:00+00:00,3999.34,990,3499.97,412.0
2026-03-12 10:00:00+00:00,3999.34,990,3499.97,412.0
2026-03-12 11:00:00+00:00,3999.34,990,3499.97,412.0
2026-03-12 12:00:00+00:00,3407.36,1100,2575.0,397.99
2026-03-12 13:00:00+00:00,3407.36,1100,2575.0,397.99
2026-03-12 14:00:00+00:00,3407.36,1100,2575.0,397.99
2026-03-12 15:00:00+00:00,797.72,951,1536.01,436.83
2026-03-12 16:00:00+00:00,797.72,951,1536.01,436.83
2026-03-12 17:00:00+00:00,797.72,951,1536.01,436.83
2026-03-12 18:00:00+00:00,500.0,940,1470.0,413.63
2026-03-12 19:00:00+00:00,500.0,940,1470.0,413.63
2026-03-12 20:00:00+00:00,500.0,940,1470.0,413.63
2026-03-12 21:00:00+00:00,1927.01,921,2861.1,420.99
2026-03-12 22:00:00+00:00,1927.01,921,2861.1,420.99
2026-03-12 23:00:00+00:00,1927.01,921,2861.1,420.99
2026-03-13 00:00:00+00:00,2099.02,813,3054.2,420.99
2026-03-13 01:00:00+00:00,2099.02,813,3054.2,420.99
2026-03-13 02:00:00+00:00,2099.02,813,3054.2,420.99
2026-03-13 03:00:00+00:00,2099.02,813,3054.2,420.99
2026-03-13 04:00:00+00:00,4599.0,1092,2172.0,420.99
2026-03-13 05:00:00+00:00,4599.0,1092,2172.0,420.99
2026-03-13 06:00:00+00:00,4599.0,1092,2172.0,420.99
2026-03-13 07:00:00+00:00,4599.0,1092,2172.0,420.99
2026-03-13 08:00:00+00:00,5878.46,942,3675.0,435.0
2026-03-13 09:00:00+00:00,5878.46,942,3675.0,435.0
2026-03-13 10:00:00+00:00,5878.46,942,3675.0,435.0
2026-03-13 11:00:00+00:00,5878.46,942,3675.0,435.0
2026-03-13 12:00:00+00:00,4199.01,1113,3031.0,419.99
2026-03-13 13:00:00+00:00,4199.01,1113,3031.0,419.99
2026-03-13 14:00:00+00:00,4199.01,1113,3031.0,419.99
2026-03-13 15:00:00+00:00,1127.01,1028,3400.0,441.99
2026-03-13 16:00:00+00:00,1127.01,1028,3400.0,441.99
2026-03-13 17:00:00+00:00,1127.01,1028,3400.0,441.99
2026-03-13 18:00:00+00:00,1999.02,999,3277.8,421.99
2026-03-13 19:00:00+00:00,1999.02,999,3277.8,421.99
2026-03-13 20:00:00+00:00,1999.02,999,3277.8,421.99
2026-03-13 21:00:00+00:00,1998.01,944,2818.7,425.99
2026-03-13 22:00:00+00:00,1998.01,944,2818.7,425.99
2026-03-13 23:00:00+00:00,1998.01,944,2818.7,425.99
2026-03-14 00:00:00+00:00,2444.0,879,3199.1,425.99
2026-03-14 01:00:00+00:00,2444.0,879,3199.1,425.99
2026-03-14 02:00:00+00:00,2444.0,879,3199.1,425.99
2026-03-14 03:00:00+00:00,2444.0,879,3199.1,425.99
2026-03-14 04:00:00+00:00,5379.01,994,3107.01,395.0
2026-03-14 05:00:00+00:00,5379.01,994,3107.01,395.0
2026-03-14 06:00:00+00:00,5379.01,994,3107.01,395.0
2026-03-14 07:00:00+00:00,5379.01,994,3107.01,395.0
2026-03-14 08:00:00+00:00,5989.0,916,3891.01,395.0
2026-03-14 09:00:00+00:00,5989.0,916,3891.01,395.0
2026-03-14 10:00:00+00:00,5989.0,916,3891.01,395.0
2026-03-14 11:00:00+00:00,5989.0,916,3891.01,395.0
2026-03-14 12:00:00+00:00,3944.02,1022,2915.01,413.0
2026-03-14 13:00:00+00:00,3944.02,1022,2915.01,413.0
2026-03-14 14:00:00+00:00,3944.02,1022,2915.01,413.0
2026-03-14 15:00:00+00:00,1449.0,940,3455.6,424.99
2026-03-14 16:00:00+00:00,1449.0,940,3455.6,424.99
2026-03-14 17:00:00+00:00,1449.0,940,3455.6,424.99
2026-03-14 18:00:00+00:00,1739.01,900,2447.3,421.99
2026-03-14 19:00:00+00:00,1739.01,900,2447.3,421.99
2026-03-14 20:00:00+00:00,1739.01,900,2447.3,421.99
2026-03-14 21:00:00+00:00,2578.01,837,2489.01,400.49
2026-03-14 22:00:00+00:00,2578.01,837,2489.01,400.49
2026-03-14 23:00:00+00:00,2578.01,837,2489.01,400.49
2026-03-15 00:00:00+00:00,2578.0,781,2490.01,400.49
2026-03-15 01:00:00+00:00,2578.0,781,2490.01,400.49
2026-03-15 02:00:00+00:00,2578.0,781,2490.01,400.49
2026-03-15 03:00:00+00:00,2578.0,781,2490.01,400.49
2026-03-15 04:00:00+00:00,2578.0,781,2490.01,400.49
2026-03-15 05:00:00+00:00,5500.0,809,3346.01,390.5
2026-03-15 06:00:00+00:00,5500.0,809,3346.01,390.5
2026-03-15 07:00:00+00:00,5500.0,809,3346.01,390.5
2026-03-15 08:00:00+00:00,7950.0,939,4957.01,390.5
2026-03-15 09:00:00+00:00,7950.0,939,4957.01,390.5
2026-03-15 10:00:00+00:00,7950.0,939,4957.01,390.5
2026-03-15 11:00:00+00:00,7950.0,939,4957.01,390.5
2026-03-15 12:00:00+00:00,7444.0,1022,3123.01,390.5
2026-03-15 13:00:00+00:00,7444.0,1022,3123.01,390.5
2026-03-15 14:00:00+00:00,7444.0,1022,3123.01,390.5
2026-03-15 15:00:00+00:00,1844.01,1019,3269.4,404.99
2026-03-15 16:00:00+00:00,1844.01,1019,3269.4,404.99
2026-03-15 17:00:00+00:00,1844.01,1019,3269.4,404.99
2026-03-15 18:00:00+00:00,2244.0,970,2711.1,404.99
2026-03-15 19:00:00+00:00,2244.0,970,2711.1,404.99
2026-03-15 20:00:00+00:00,2244.0,970,2711.1,404.99
2026-03-15 21:00:00+00:00,2443.46,910,2452.01,395.0
2026-03-15 22:00:00+00:00,2443.46,910,2452.01,395.0
2026-03-15 23:00:00+00:00,2443.46,910,2452.01,395.0
2026-03-16 00:00:00+00:00,1993.0,808,3339.0,395.0
2026-03-16 01:00:00+00:00,1993.0,808,3339.0,395.0
2026-03-16 02:00:00+00:00,1993.0,808,3339.0,395.0
2026-03-16 03:00:00+00:00,1993.0,808,3339.0,395.0
2026-03-16 04:00:00+00:00,2773.01,1022,2667.0,412.0
2026-03-16 05:00:00+00:00,2773.01,1022,2667.0,412.0
2026-03-16 06:00:00+00:00,2773.01,1022,2667.0,412.0
2026-03-16 07:00:00+00:00,2773.01,1022,2667.0,412.0
2026-03-16 08:00:00+00:00,3024.0,961,2991.01,419.99
2026-03-16 09:00:00+00:00,3024.0,961,2991.01,419.99
2026-03-16 10:00:00+00:00,3024.0,961,2991.01,419.99
2026-03-16 11:00:00+00:00,3024.0,961,2991.01,419.99
2026-03-16 12:00:00+00:00,2943.0,1153,2505.01,410.0
2026-03-16 13:00:00+00:00,2943.0,1153,2505.01,410.0
2026-03-16 14:00:00+00:00,2943.0,1153,2505.01,410.0
2026-03-16 15:00:00+00:00,943.0,1037,1636.0,433.6
2026-03-16 16:00:00+00:00,943.0,1037,1636.0,433.6
2026-03-16 17:00:00+00:00,943.0,1037,1636.0,433.6
2026-03-16 18:00:00+00:00,763.0,1037,1436.0,417.6
2026-03-16 19:00:00+00:00,763.0,1037,1436.0,417.6
2026-03-16 20:00:00+00:00,763.0,1037,1436.0,417.6
2026-03-16 21:00:00+00:00,1659.01,912,2937.5,430.0
2026-03-16 22:00:00+00:00,1659.01,912,2937.5,430.0
2026-03-16 23:00:00+00:00,1659.01,912,2937.5,430.0
2026-03-17 00:00:00+00:00,2099.0,834,2947.9,430.0
2026-03-17 01:00:00+00:00,2099.0,834,2947.9,430.0
2026-03-17 02:00:00+00:00,2099.0,834,2947.9,430.0
2026-03-17 03:00:00+00:00,2099.0,834,2947.9,430.0
2026-03-17 04:00:00+00:00,3237.01,1037,3089.0,430.0
2026-03-17 05:00:00+00:00,3237.01,1037,3089.0,430.0
2026-03-17 06:00:00+00:00,3237.01,1037,3089.0,430.0
2026-03-17 07:00:00+00:00,3237.01,1037,3089.0,430.0
2026-03-17 08:00:00+00:00,2699.02,981,3388.0,412.0
2026-03-17 09:00:00+00:00,2699.02,981,3388.0,412.0
2026-03-17 10:00:00+00:00,2699.02,981,3388.0,412.0
2026-03-17 11:00:00+00:00,2699.02,981,3388.0,412.0
2026-03-17 12:00:00+00:00,3000.0,1116,3010.0,430.0
2026-03-17 13:00:00+00:00,3000.0,1116,3010.0,430.0
2026-03-17 14:00:00+00:00,3000.0,1116,3010.0,430.0
2026-03-17 15:00:00+00:00,793.02,973,1750.0,412.0
2026-03-17 16:00:00+00:00,793.02,973,1750.0,412.0
2026-03-17 17:00:00+00:00,793.02,973,1750.0,412.0
2026-03-17 18:00:00+00:00,1550.01,966,1922.01,418.0
2026-03-17 19:00:00+00:00,1550.01,966,1922.01,418.0
2026-03-17 20:00:00+00:00,1550.01,966,1922.01,418.0
2026-03-17 21:00:00+00:00,3913.47,906,2712.01,422.99
2026-03-17 22:00:00+00:00,3913.47,906,2712.01,422.99
2026-03-17 23:00:00+00:00,3913.47,906,2712.01,422.99
2026-03-18 00:00:00+00:00,3079.7,804,2783.01,422.99
2026-03-18 01:00:00+00:00,3079.7,804,2783.01,422.99
2026-03-18 02:00:00+00:00,3079.7,804,2783.01,422.99
2026-03-18 03:00:00+00:00,3079.7,804,2783.01,422.99
2026-03-18 04:00:00+00:00,5710.7,1012,2917.01,413.0
2026-03-18 05:00:00+00:00,5710.7,1012,2917.01,413.0
2026-03-18 06:00:00+00:00,5710.7,1012,2917.01,413.0
2026-03-18 07:00:00+00:00,5710.7,1012,2917.01,413.0
2026-03-18 08:00:00+00:00,5179.0,958,3249.97,395.0
2026-03-18 09:00:00+00:00,5179.0,958,3249.97,395.0
2026-03-18 10:00:00+00:00,5179.0,958,3249.97,395.0
2026-03-18 11:00:00+00:00,5179.0,958,3249.97,395.0
2026-03-18 12:00:00+00:00,4188.59,1112,3508.01,422.99
2026-03-18 13:00:00+00:00,4188.59,1112,3508.01,422.99
2026-03-18 14:00:00+00:00,4188.59,1112,3508.01,422.99
2026-03-18 15:00:00+00:00,2682.0,982,3069.01,422.99
2026-03-18 16:00:00+00:00,2682.0,982,3069.01,422.99
2026-03-18 17:00:00+00:00,2682.0,982,3069.01,422.99
2026-03-18 18:00:00+00:00,1744.02,941,2823.01,422.99
2026-03-18 19:00:00+00:00,1744.02,941,2823.01,422.99
2026-03-18 20:00:00+00:00,1744.02,941,2823.01,422.99
2026-03-18 21:00:00+00:00,8000.0,912,2999.96,339.0
2026-03-18 22:00:00+00:00,8000.0,912,2999.96,339.0
2026-03-18 23:00:00+00:00,8000.0,912,2999.96,339.0
2026-03-19 00:00:00+00:00,7343.0,821,2999.96,339.0
2026-03-19 01:00:00+00:00,7343.0,821,2999.96,339.0
2026-03-19 02:00:00+00:00,7343.0,821,2999.96,339.0
2026-03-19 03:00:00+00:00,7343.0,821,2999.96,339.0
2026-03-19 04:00:00+00:00,7500.0,1008,3732.0,337.0
2026-03-19 05:00:00+00:00,7500.0,1008,3732.0,337.0
2026-03-19 06:00:00+00:00,7500.0,1008,3732.0,337.0
2026-03-19 07:00:00+00:00,7500.0,1008,3732.0,337.0
2026-03-19 08:00:00+00:00,8023.0,970,3720.7,337.0
2026-03-19 09:00:00+00:00,8023.0,970,3720.7,337.0
2026-03-19 10:00:00+00:00,8023.0,970,3720.7,337.0
2026-03-19 11:00:00+00:00,8023.0,970,3720.7,337.0
2026-03-19 12:00:00+00:00,8923.0,1142,2800.0,337.0
2026-03-19 13:00:00+00:00,8923.0,1142,2800.0,337.0
2026-03-19 14:00:00+00:00,8923.0,1142,2800.0,337.0
2026-03-19 15:00:00+00:00,5500.0,944,2999.96,372.0
2026-03-19 16:00:00+00:00,5500.0,944,2999.96,372.0
2026-03-19 17:00:00+00:00,5500.0,944,2999.96,372.0
2026-03-19 18:00:00+00:00,6844.01,1012,3009.0,372.0
2026-03-19 19:00:00+00:00,6844.01,1012,3009.0,372.0
2026-03-19 20:00:00+00:00,6844.01,1012,3009.0,372.0
2026-03-19 21:00:00+00:00,7248.0,809,2900.0,275.0
2026-03-19 22:00:00+00:00,7248.0,809,2900.0,275.0
2026-03-19 23:00:00+00:00,7248.0,809,2900.0,275.0
2026-03-20 00:00:00+00:00,3999.0,687,2900.0,275.0
2026-03-20 01:00:00+00:00,3999.0,687,2900.0,275.0
2026-03-20 02:00:00+00:00,3999.0,687,2900.0,275.0
2026-03-20 03:00:00+00:00,3999.0,687,2900.0,275.0
2026-03-20 04:00:00+00:00,4320.2,701,4500.0,275.0
2026-03-20 05:00:00+00:00,4320.2,701,4500.0,275.0
2026-03-20 06:00:00+00:00,4320.2,701,4500.0,275.0
2026-03-20 07:00:00+00:00,4320.2,701,4500.0,275.0
2026-03-20 08:00:00+00:00,3999.0,640,4500.0,275.0
2026-03-20 09:00:00+00:00,3999.0,640,4500.0,275.0
2026-03-20 10:00:00+00:00,3999.0,640,4500.0,275.0
2026-03-20 11:00:00+00:00,3999.0,640,4500.0,275.0
2026-03-20 12:00:00+00:00,7248.0,755,2900.0,275.0
2026-03-20 13:00:00+00:00,7248.0,755,2900.0,275.0
2026-03-20 14:00:00+00:00,7248.0,755,2900.0,275.0
2026-03-20 15:00:00+00:00,8000.0,886,2900.0,275.0
2026-03-20 16:00:00+00:00,8000.0,886,2900.0,275.0
2026-03-20 17:00:00+00:00,8000.0,886,2900.0,275.0
2026-03-20 18:00:00+00:00,7248.0,814,2908.96,275.0
2026-03-20 19:00:00+00:00,7248.0,814,2908.96,275.0
2026-03-20 20:00:00+00:00,7248.0,814,2908.96,275.0
2026-03-20 21:00:00+00:00,8118.0,788,2889.96,281.99
2026-03-20 22:00:00+00:00,8118.0,788,2889.96,281.99
2026-03-20 23:00:00+00:00,8118.0,788,2889.96,281.99
2026-03-21 00:00:00+00:00,7248.0,657,2889.96,268.99
2026-03-21 01:00:00+00:00,7248.0,657,2889.96,268.99
2026-03-21 02:00:00+00:00,7248.0,657,2889.96,268.99
2026-03-21 03:00:00+00:00,7248.0,657,2889.96,268.99
2026-03-21 04:00:00+00:00,7902.0,703,3631.96,268.99
2026-03-21 05:00:00+00:00,7902.0,703,3631.96,268.99
2026-03-21 06:00:00+00:00,7902.0,703,3631.96,268.99
2026-03-21 07:00:00+00:00,7902.0,703,3631.96,268.99
2026-03-21 08:00:00+00:00,6300.0,627,3619.96,268.99
2026-03-21 09:00:00+00:00,6300.0,627,3619.96,268.99
2026-03-21 10:00:00+00:00,6300.0,627,3619.96,268.99
2026-03-21 11:00:00+00:00,6300.0,627,3619.96,268.99
2026-03-21 12:00:00+00:00,7248.0,759,2689.96,281.99
2026-03-21 13:00:00+00:00,7248.0,759,2689.96,281.99
2026-03-21 14:00:00+00:00,7248.0,759,2689.96,281.99
2026-03-21 15:00:00+00:00,7288.9,876,2889.96,281.99
2026-03-21 16:00:00+00:00,7288.9,876,2889.96,281.99
2026-03-21 17:00:00+00:00,7288.9,876,2889.96,281.99
2026-03-21 18:00:00+00:00,6899.0,819,2899.96,281.99
2026-03-21 19:00:00+00:00,6899.0,819,2899.96,281.99
2026-03-21 20:00:00+00:00,6899.0,819,2899.96,281.99
2026-03-21 21:00:00+00:00,6400.0,802,2879.96,238.99
2026-03-21 22:00:00+00:00,6400.0,802,2879.96,238.99
2026-03-21 23:00:00+00:00,6400.0,802,2879.96,238.99
2026-03-22 00:00:00+00:00,6000.0,660,2879.96,238.99
2026-03-22 01:00:00+00:00,6000.0,660,2879.96,238.99
2026-03-22 02:00:00+00:00,6000.0,660,2879.96,238.99
2026-03-22 03:00:00+00:00,6000.0,660,2879.96,238.99
2026-03-22 04:00:00+00:00,6000.0,660,2879.96,238.99
2026-03-22 05:00:00+00:00,6300.0,722,3621.96,238.99
2026-03-22 06:00:00+00:00,6300.0,722,3621.96,238.99
2026-03-22 07:00:00+00:00,6300.0,722,3621.96,238.99
2026-03-22 08:00:00+00:00,6172.5,651,3609.96,238.99
2026-03-22 09:00:00+00:00,6172.5,651,3609.96,238.99
2026-03-22 10:00:00+00:00,6172.5,651,3609.96,238.99
2026-03-22 11:00:00+00:00,6172.5,651,3609.96,238.99
2026-03-22 12:00:00+00:00,6045.0,762,2679.96,238.99
2026-03-22 13:00:00+00:00,6045.0,762,2679.96,238.99
2026-03-22 14:00:00+00:00,6045.0,762,2679.96,238.99
2026-03-22 15:00:00+00:00,5500.0,866,2879.96,243.49
2026-03-22 16:00:00+00:00,5500.0,866,2879.96,243.49
2026-03-22 17:00:00+00:00,5500.0,866,2879.96,243.49
2026-03-22 18:00:00+00:00,6000.0,808,2889.96,243.49
2026-03-22 19:00:00+00:00,6000.0,808,2889.96,243.49
2026-03-22 20:00:00+00:00,6000.0,808,2889.96,243.49
2026-03-22 21:00:00+00:00,8118.0,917,3747.0,256.49
2026-03-22 22:00:00+00:00,8118.0,917,3747.0,256.49
2026-03-22 23:00:00+00:00,8118.0,917,3747.0,256.49
2026-03-23 00:00:00+00:00,6500.0,824,3747.0,298.49
2026-03-23 01:00:00+00:00,6500.0,824,3747.0,298.49
2026-03-23 02:00:00+00:00,6500.0,824,3747.0,298.49
2026-03-23 03:00:00+00:00,6500.0,824,3747.0,298.49
2026-03-23 04:00:00+00:00,4498.0,1092,3747.0,298.49
2026-03-23 05:00:00+00:00,4498.0,1092,3747.0,298.49
2026-03-23 06:00:00+00:00,4498.0,1092,3747.0,298.49
2026-03-23 07:00:00+00:00,4498.0,1092,3747.0,298.49
2026-03-23 08:00:00+00:00,4498.0,1012,3747.0,298.49
2026-03-23 09:00:00+00:00,4498.0,1012,3747.0,298.49
2026-03-23 10:00:00+00:00,4498.0,1012,3747.0,298.49
2026-03-23 11:00:00+00:00,4498.0,1012,3747.0,298.49
2026-03-23 12:00:00+00:00,3236.01,1116,4147.0,298.49
2026-03-23 13:00:00+00:00,3236.01,1116,4147.0,298.49
2026-03-23 14:00:00+00:00,3236.01,1116,4147.0,298.49
2026-03-23 15:00:00+00:00,1299.0,976,4147.0,375.19
2026-03-23 16:00:00+00:00,1299.0,976,4147.0,375.19
2026-03-23 17:00:00+00:00,1299.0,976,4147.0,375.19
2026-03-23 18:00:00+00:00,1936.01,967,2879.96,321.99
2026-03-23 19:00:00+00:00,1936.01,967,2879.96,321.99
2026-03-23 20:00:00+00:00,1936.01,967,2879.96,321.99
2026-03-23 21:00:00+00:00,4436.0,901,3636.0,401.99
2026-03-23 22:00:00+00:00,4436.0,901,3636.0,401.99
2026-03-23 23:00:00+00:00,4436.0,901,3636.0,401.99
2026-03-24 00:00:00+00:00,4500.0,804,3636.0,401.99
2026-03-24 01:00:00+00:00,4500.0,804,3636.0,401.99
2026-03-24 02:00:00+00:00,4500.0,804,3636.0,401.99
2026-03-24 03:00:00+00:00,4500.0,804,3636.0,401.99
2026-03-24 04:00:00+00:00,3467.0,1005,2739.0,419.99
2026-03-24 05:00:00+00:00,3467.0,1005,2739.0,419.99
2026-03-24 06:00:00+00:00,3467.0,1005,2739.0,419.99
2026-03-24 07:00:00+00:00,3467.0,1005,2739.0,419.99
2026-03-24 08:00:00+00:00,2287.5,940,2999.97,439.99
2026-03-24 09:00:00+00:00,2287.5,940,2999.97,439.99
2026-03-24 10:00:00+00:00,2287.5,940,2999.97,439.99
2026-03-24 11:00:00+00:00,2287.5,940,2999.97,439.99
2026-03-24 12:00:00+00:00,2936.0,1119,2640.01,430.99
2026-03-24 13:00:00+00:00,2936.0,1119,2640.01,430.99
2026-03-24 14:00:00+00:00,2936.0,1119,2640.01,430.99
2026-03-24 15:00:00+00:00,2491.4,966,2499.97,420.19
2026-03-24 16:00:00+00:00,2491.4,966,2499.97,420.19
2026-03-24 17:00:00+00:00,2491.4,966,2499.97,420.19
2026-03-24 18:00:00+00:00,3890.8,971,2181.01,437.99
2026-03-24 19:00:00+00:00,3890.8,971,2181.01,437.99
2026-03-24 20:00:00+00:00,3890.8,971,2181.01,437.99
2026-03-24 21:00:00+00:00,4551.01,921,2499.97,388.99
2026-03-24 22:00:00+00:00,4551.01,921,2499.97,388.99
2026-03-24 23:00:00+00:00,4551.01,921,2499.97,388.99
2026-03-25 00:00:00+00:00,4500.0,816,2499.97,388.99
2026-03-25 01:00:00+00:00,4500.0,816,2499.97,388.99
2026-03-25 02:00:00+00:00,4500.0,816,2499.97,388.99
